City Name,Customer ID,Customer Name,Customer Segment,Sum of Discount,First Name,Manager Performance Class,Year,Quarter,Month,Day,Count of Order ID,Product Category,Product Container,Product Name,Product Sub-Category,Sum of Profit,Region Code,Sum of Sales,Year,Quarter,Month,Day,Ship Mode,Sum of Shipping Cost,State,Sum of Unit Price,Count of Zip Code
New York City,2303,Joe Baldwin,Corporate,0.07,Erin,Medium,2010,Qtr 1,February,11,1,Furniture,Jumbo Drum,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Chairs & Chairmats,-96.05,EAST,9757.48,2010,Qtr 1,February,13,Delivery Truck,50,New York,270.98,1
New York City,2303,Joe Baldwin,Corporate,0.06,Erin,Medium,2013,Qtr 3,August,26,1,Technology,Small Box,i470,Telephones and Communication,636.03,EAST,7258.24,2013,Qtr 3,August,28,Regular Air,5.26,New York,205.99,1
New York City,2382,Geoffrey Saunders,Small Business,0,Erin,High,2012,Qtr 2,April,22,1,Technology,Jumbo Drum,Epson LQ-570e Dot Matrix Printer,Office Machines,3909.33,EAST,13257.34,2012,Qtr 2,April,25,Delivery Truck,28.06,New York,270.97,1
New York City,2382,Geoffrey Saunders,Small Business,0.07,Erin,Low,2010,Qtr 2,April,26,1,Office Supplies,Wrap Bag,Avery Hi-Liter® Fluorescent Desk Style Markers,Pens & Art Supplies,19.04,EAST,109.86,2010,Qtr 2,April,28,Regular Air,0.85,New York,3.38,1
New York City,2382,Geoffrey Saunders,Small Business,0.08,Erin,Low,2010,Qtr 2,May,5,1,Office Supplies,Jumbo Drum,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Appliances,-1069.72,EAST,4649.85,2010,Qtr 2,May,7,Delivery Truck,60,New York,68.81,1
New York City,2382,Geoffrey Saunders,Small Business,0.06,Erin,Low,2011,Qtr 3,August,24,1,Office Supplies,Small Box,Xerox 1905,Paper,-197.39,EAST,420.1,2011,Qtr 3,August,24,Regular Air,9.54,New York,6.48,1
New York City,2382,Geoffrey Saunders,Small Business,0.07,Erin,Low,2012,Qtr 2,June,19,1,Furniture,Small Pack,Ultra Door Pull Handle,Office Furnishings,-168.38,EAST,734.51,2012,Qtr 2,June,21,Regular Air,7.94,New York,10.52,1
New York City,2382,Geoffrey Saunders,Small Business,0.07,Erin,Low,2012,Qtr 2,June,19,1,Technology,Small Box,3390,Telephones and Communication,-223.212,EAST,544.82,2012,Qtr 2,June,19,Regular Air,5.31,New York,65.99,1
New York City,2382,Geoffrey Saunders,Small Business,0,Erin,Low,2012,Qtr 4,November,12,1,Technology,Medium Box,Canon P1-DHIII Palm Printing Calculator,Office Machines,-27.4746,EAST,625.72,2012,Qtr 4,November,14,Regular Air,8.51,New York,17.98,1
New York City,2382,Geoffrey Saunders,Small Business,0,Erin,Low,2013,Qtr 1,January,16,1,Office Supplies,Wrap Bag,Newell 35,Pens & Art Supplies,-156.88,EAST,117.83,2013,Qtr 1,January,17,Regular Air,5,New York,3.28,1
New York City,2382,Geoffrey Saunders,Small Business,0.02,Erin,Low,2013,Qtr 3,August,14,1,Furniture,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",Office Furnishings,-15.34,EAST,35.44,2013,Qtr 3,August,16,Regular Air,4.08,New York,1.74,1
New York City,2382,Geoffrey Saunders,Small Business,0.06,Erin,Medium,2010,Qtr 2,May,5,1,Office Supplies,Small Box,GBC Therma-A-Bind 250T Electric Binding System,Binders and Binder Accessories,1408.1865,EAST,5911.35,2010,Qtr 2,May,7,Regular Air,19.99,New York,122.99,1
New York City,2460,Lucille Gibbons,Home Office,0.03,Erin,Low,2010,Qtr 3,July,3,1,Office Supplies,Small Box,Xerox 227,Paper,-35.04,EAST,63.78,2010,Qtr 3,July,5,Regular Air,8.73,New York,6.48,1
New York City,2460,Lucille Gibbons,Home Office,0.07,Erin,Low,2010,Qtr 3,July,3,1,Office Supplies,Wrap Bag,Peel-Off® China Markers,Pens & Art Supplies,149.53,EAST,451.61,2010,Qtr 3,July,6,Regular Air,1.09,New York,9.93,1
New York City,2460,Lucille Gibbons,Home Office,0.03,Erin,Low,2011,Qtr 3,July,29,1,Technology,Small Box,252,Telephones and Communication,846.945,EAST,3296.63,2011,Qtr 3,July,30,Regular Air,5.92,New York,65.99,1
New York City,2460,Lucille Gibbons,Home Office,0.09,Erin,Low,2011,Qtr 3,September,17,1,Office Supplies,Large Box,Space Solutions Commercial Steel Shelving,Storage & Organization,-503.8,EAST,1667.34,2011,Qtr 3,September,22,Regular Air,35,New York,64.65,1
New York City,2460,Lucille Gibbons,Home Office,0.08,Erin,Low,2013,Qtr 3,September,17,1,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,5.72,EAST,178.99,2013,Qtr 3,September,22,Regular Air,0.7,New York,2.88,1
New York City,2460,Lucille Gibbons,Home Office,0.05,Erin,Low,2013,Qtr 4,November,23,1,Office Supplies,Wrap Bag,Martin-Yale Premier Letter Opener,"Scissors, Rulers and Trimmers",-29.9,EAST,197.65,2013,Qtr 4,November,25,Regular Air,4.59,New York,12.88,1
New York City,2571,Rosemary O'Brien,Consumer,0.01,Erin,High,2010,Qtr 4,October,25,1,Furniture,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,4260.112,EAST,29718.53,2010,Qtr 4,October,26,Delivery Truck,56,New York,500.98,1
New York City,2571,Rosemary O'Brien,Consumer,0.06,Erin,High,2011,Qtr 4,November,22,1,Technology,Large Box,Canon PC1080F Personal Copier,Copiers and Fax,3128.69,EAST,48418.58,2011,Qtr 4,November,23,Regular Air,24.49,New York,599.99,1
New York City,2571,Rosemary O'Brien,Consumer,0.1,Erin,Low,2010,Qtr 4,October,25,1,Furniture,Wrap Bag,Deflect-O® Glasstique™ Clear Desk Accessories,Office Furnishings,-25.14,EAST,197.48,2010,Qtr 4,October,26,Regular Air,3.68,New York,7.7,1
New York City,2571,Rosemary O'Brien,Consumer,0.05,Erin,Low,2011,Qtr 1,February,22,1,Office Supplies,Small Box,Xerox 190,Paper,3.25,EAST,19.96,2011,Qtr 1,February,23,Express Air,4.86,New York,4.98,1
New York City,2571,Rosemary O'Brien,Consumer,0.03,Erin,Low,2011,Qtr 1,February,22,1,Office Supplies,Small Pack,Barrel Sharpener,Pens & Art Supplies,-115.48,EAST,148.99,2011,Qtr 1,February,24,Regular Air,4.17,New York,3.57,1
New York City,2571,Rosemary O'Brien,Consumer,0.06,Erin,Low,2011,Qtr 1,February,22,1,Office Supplies,Wrap Bag,Newell 342,Pens & Art Supplies,-57.84,EAST,70.66,2011,Qtr 1,February,24,Regular Air,3.97,New York,3.28,1
New York City,2571,Rosemary O'Brien,Consumer,0.05,Erin,Low,2011,Qtr 4,November,22,1,Office Supplies,Small Box,Xerox 1927,Paper,-161.57,EAST,568.31,2011,Qtr 4,November,23,Regular Air,6.72,New York,4.28,1
New York City,2571,Rosemary O'Brien,Consumer,0.02,Erin,Low,2012,Qtr 1,March,31,1,Office Supplies,Small Box,Xerox 198,Paper,-42.61,EAST,65.94,2012,Qtr 2,April,1,Express Air,8.33,New York,4.98,1
New York City,2571,Rosemary O'Brien,Consumer,0.1,Erin,Low,2012,Qtr 2,June,22,1,Office Supplies,Small Box,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage & Organization,-16.59,EAST,799.3,2012,Qtr 2,June,23,Regular Air,6.25,New York,16.91,1
New York City,2571,Rosemary O'Brien,Consumer,0.04,Erin,Low,2012,Qtr 2,June,22,1,Technology,Small Box,CF 688,Telephones and Communication,383.454,EAST,4906.36,2012,Qtr 2,June,24,Express Air,8.99,New York,155.99,1
New York City,2571,Rosemary O'Brien,Consumer,0.01,Erin,Low,2013,Qtr 3,September,14,1,Office Supplies,Small Box,Avery Durable Binders,Binders and Binder Accessories,6.7405,EAST,197.96,2013,Qtr 3,September,16,Regular Air,1.49,New York,2.88,1
New York City,2571,Rosemary O'Brien,Consumer,0.02,Erin,Low,2013,Qtr 4,October,25,1,Furniture,Small Box,"DAX Copper Panel Document Frame, 5 x 7 Size",Office Furnishings,48.6,EAST,1021.78,2013,Qtr 4,October,25,Regular Air,5.16,New York,12.58,1
New York City,2571,Rosemary O'Brien,Consumer,0,Erin,Low,2013,Qtr 4,October,25,1,Office Supplies,Small Box,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Appliances,-139.13,EAST,406.9,2013,Qtr 4,October,27,Regular Air,5.15,New York,4.37,1
New York City,2618,Amy Hamrick Melvin,Corporate,0.1,Erin,Low,2010,Qtr 1,January,17,1,Office Supplies,Small Box,Security-Tint Envelopes,Envelopes,16.12,EAST,130.11,2010,Qtr 1,January,19,Regular Air,1.39,New York,7.64,1
New York City,2618,Amy Hamrick Melvin,Corporate,0.1,Erin,Low,2010,Qtr 1,January,17,1,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,15.808000000000003,EAST,280.43,2010,Qtr 1,January,18,Regular Air,2.36,New York,11.55,1
New York City,2618,Amy Hamrick Melvin,Corporate,0,Erin,Low,2010,Qtr 1,January,17,1,Technology,Small Box,6162,Telephones and Communication,-815.9007999999999,EAST,337.34,2010,Qtr 1,January,19,Regular Air,2.5,New York,125.99,1
New York City,2618,Amy Hamrick Melvin,Corporate,0.01,Erin,Low,2010,Qtr 1,March,23,1,Office Supplies,Small Box,Super Decoflex Portable Personal File,Storage & Organization,-48.97,EAST,435.39,2010,Qtr 1,March,25,Regular Air,7.69,New York,14.98,1
New York City,2618,Amy Hamrick Melvin,Corporate,0.05,Erin,Low,2010,Qtr 1,March,23,1,Office Supplies,Wrap Bag,*Staples* Highlighting Markers,Pens & Art Supplies,29.17,EAST,103.39,2010,Qtr 1,March,23,Express Air,0.71,New York,4.84,1
New York City,2618,Amy Hamrick Melvin,Corporate,0.1,Erin,Low,2010,Qtr 3,September,23,1,Office Supplies,Small Box,Fellowes Mighty 8 Compact Surge Protector,Appliances,84.05,EAST,1051.52,2010,Qtr 3,September,24,Regular Air,3.99,New York,20.27,1
New York City,2618,Amy Hamrick Melvin,Corporate,0.04,Erin,Low,2011,Qtr 1,March,25,1,Technology,Small Pack,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Computer Peripherals,-32.78,EAST,29.66,2011,Qtr 1,March,27,Regular Air,4.32,New York,4.98,1
New York City,2618,Amy Hamrick Melvin,Corporate,0.05,Erin,Low,2011,Qtr 4,October,19,1,Office Supplies,Small Box,Xerox 1891,Paper,594.8720000000001,EAST,2943.69,2011,Qtr 4,October,26,Regular Air,5.81,New York,48.91,1
New York City,2618,Amy Hamrick Melvin,Corporate,0.01,Erin,Low,2012,Qtr 1,March,23,1,Office Supplies,Small Box,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Binders and Binder Accessories,-62.882,EAST,282.49,2012,Qtr 1,March,26,Regular Air,5.48,New York,6.81,1
New York City,2618,Amy Hamrick Melvin,Corporate,0.1,Erin,Low,2013,Qtr 3,August,9,1,Office Supplies,Small Pack,"Boston School Pro Electric Pencil Sharpener, 1670",Pens & Art Supplies,-38.89,EAST,477.48,2013,Qtr 3,August,11,Regular Air,8.99,New York,30.98,1
New York City,2618,Amy Hamrick Melvin,Corporate,0.03,Erin,Low,2013,Qtr 3,September,19,1,Office Supplies,Small Pack,Sanford 52201 APSCO Electric Pencil Sharpener,Pens & Art Supplies,9.150000000000006,EAST,953.2,2013,Qtr 3,September,20,Express Air,8.99,New York,40.97,1
New York City,2747,Brian Grady,Corporate,0.01,Erin,High,2010,Qtr 1,March,18,1,Furniture,Jumbo Box,"Bush Cubix Collection Bookcases, Fully Assembled",Bookcases,1049.03,EAST,10364.36,2010,Qtr 1,March,19,Delivery Truck,64.66,New York,220.98,1
New York City,2747,Brian Grady,Corporate,0.08,Erin,Low,2010,Qtr 1,February,5,1,Furniture,Small Box,"Eldon® Expressions™ Wood and Plastic Desk Accessories, Oak",Office Furnishings,-102.93,EAST,150.24,2010,Qtr 1,February,7,Regular Air,12.52,New York,9.98,1
New York City,2747,Brian Grady,Corporate,0.05,Erin,Low,2011,Qtr 2,April,11,1,Furniture,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,-885.73,EAST,1939.65,2011,Qtr 2,April,13,Delivery Truck,70.2,New York,122.99,1
New York City,2747,Brian Grady,Corporate,0.02,Erin,Low,2011,Qtr 2,April,11,1,Furniture,Small Pack,"GE 4 Foot Flourescent Tube, 40 Watt",Office Furnishings,65.35,EAST,465.52,2011,Qtr 2,April,12,Express Air,8.99,New York,14.98,1
New York City,2747,Brian Grady,Corporate,0.01,Erin,Low,2011,Qtr 2,April,11,1,Office Supplies,Medium Box,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Appliances,-8.45,EAST,112.12,2011,Qtr 2,April,13,Regular Air,6.12,New York,11.33,1
New York City,2747,Brian Grady,Corporate,0.1,Erin,Low,2011,Qtr 2,April,11,1,Office Supplies,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders and Binder Accessories,-47.0235,EAST,49.58,2011,Qtr 2,April,12,Express Air,6.27,New York,3.36,1
New York City,2747,Brian Grady,Corporate,0.02,Erin,Low,2011,Qtr 3,September,19,1,Furniture,Jumbo Box,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Bookcases,-1348.06,EAST,2983.45,2011,Qtr 3,September,21,Delivery Truck,54.11,New York,48.58,1
New York City,2747,Brian Grady,Corporate,0.07,Erin,Low,2011,Qtr 3,September,19,1,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,269.27,EAST,2247.04,2011,Qtr 3,September,19,Regular Air,1.99,New York,39.48,1
New York City,2747,Brian Grady,Corporate,0.06,Erin,Low,2012,Qtr 2,April,5,1,Office Supplies,Wrap Bag,Bagged Rubber Bands,Rubber Bands,-16.3,EAST,51.75,2012,Qtr 2,April,5,Express Air,0.7,New York,1.26,1
New York City,3121,Bob Dickens,Home Office,0.08,Erin,High,2013,Qtr 2,June,14,1,Office Supplies,Small Box,GBC ProClick™ 150 Presentation Binding System,Binders and Binder Accessories,2595.1775000000002,EAST,10569.92,2013,Qtr 2,June,14,Regular Air,19.99,New York,315.98,1
New York City,3121,Bob Dickens,Home Office,0.03,Erin,Low,2012,Qtr 1,February,1,1,Office Supplies,Small Box,Avery 481,Labels,-1.26,EAST,13.42,2012,Qtr 1,February,2,Regular Air,0.99,New York,3.08,1
New York City,3121,Bob Dickens,Home Office,0.07,Erin,Low,2012,Qtr 4,December,9,1,Office Supplies,Small Box,Xerox 213,Paper,-195.57,EAST,660.54,2012,Qtr 4,December,11,Regular Air,7.86,New York,6.48,1
New York City,3121,Bob Dickens,Home Office,0.09,Erin,Low,2013,Qtr 1,March,29,1,Furniture,Jumbo Box,Bevis Round Conference Table Top & Single Column Base,Tables,-146.29,EAST,1111.01,2013,Qtr 1,March,30,Delivery Truck,43.75,New York,146.34,1
New York City,3121,Bob Dickens,Home Office,0.03,Erin,Low,2013,Qtr 2,May,24,1,Office Supplies,Small Box,Avery 474,Labels,11.55,EAST,68.73,2013,Qtr 2,May,26,Regular Air,0.99,New York,2.88,1
New York City,3121,Bob Dickens,Home Office,0.09,Erin,Low,2013,Qtr 3,July,30,1,Technology,Large Box,Canon PC-428 Personal Copier,Copiers and Fax,-735.27,EAST,818.85,2013,Qtr 3,August,1,Regular Air,24.49,New York,199.99,1
New York City,3251,Peter Brooks,Corporate,0.02,Erin,Low,2010,Qtr 4,December,11,1,Office Supplies,Small Box,Xerox 1928,Paper,-131.16,EAST,412.72,2010,Qtr 4,December,12,Regular Air,6.26,New York,5.28,1
New York City,3251,Peter Brooks,Corporate,0.03,Erin,Low,2011,Qtr 4,December,26,1,Office Supplies,Small Pack,Staples SlimLine Pencil Sharpener,Pens & Art Supplies,-31.74,EAST,388.52,2012,Qtr 1,January,22,Regular Air,5.81,New York,11.97,1
New York City,3251,Peter Brooks,Corporate,0.08,Erin,Low,2011,Qtr 4,December,26,1,Technology,Small Box,688,Telephones and Communication,-557.953,EAST,2092.05,2012,Qtr 1,January,26,Regular Air,4.2,New York,195.99,1
New York City,3251,Peter Brooks,Corporate,0,Erin,Low,2013,Qtr 1,January,23,1,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders and Binder Accessories,-173.12560000000002,EAST,242.65,2013,Qtr 1,January,24,Regular Air,5.68,New York,4.91,1
New York City,3251,Peter Brooks,Corporate,0.03,Erin,Low,2013,Qtr 2,May,23,1,Office Supplies,Small Box,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Binders and Binder Accessories,807.3810000000001,EAST,2390.07,2013,Qtr 2,May,24,Regular Air,2.99,New York,42.8,1
New York City,3251,Peter Brooks,Corporate,0.06,Erin,Medium,2013,Qtr 4,December,26,1,Technology,Small Box,M3682,Telephones and Communication,1304.559,EAST,9375.35,2014,Qtr 1,January,14,Express Air,8.08,New York,125.99,1
New York City,3251,Peter Brooks,Small Business,0.06,Erin,High,2012,Qtr 3,September,11,1,Furniture,Medium Box,SAFCO Folding Chair Trolley,Chairs & Chairmats,1844.96,EAST,12002.16,2012,Qtr 3,September,13,Regular Air,12.65,New York,128.24,1
New York City,3251,Peter Brooks,Small Business,0.03,Erin,Low,2011,Qtr 4,October,24,1,Office Supplies,Small Box,Xerox 217,Paper,-15.756,EAST,42.02,2011,Qtr 4,October,26,Regular Air,8.19,New York,6.48,1
New York City,3251,Peter Brooks,Small Business,0,Erin,Low,2012,Qtr 1,March,2,1,Office Supplies,Small Box,Xerox 1881,Paper,44.04,EAST,556.49,2012,Qtr 1,March,2,Regular Air,6.47,New York,12.28,1
New York City,3251,Peter Brooks,Small Business,0.1,Erin,Low,2012,Qtr 1,March,2,1,Technology,Small Box,Belkin 105-Key Black Keyboard,Computer Peripherals,-37.99,EAST,754.85,2012,Qtr 1,March,4,Regular Air,4,New York,19.98,1
New York City,3251,Peter Brooks,Small Business,0.01,Erin,Low,2013,Qtr 1,March,30,1,Office Supplies,Small Box,Xerox 188,Paper,-11.83,EAST,29.03,2013,Qtr 2,April,1,Regular Air,5.01,New York,11.34,1
New York City,3251,Peter Brooks,Small Business,0.06,Erin,Low,2013,Qtr 2,May,7,1,Furniture,Jumbo Box,"Hon Metal Bookcases, Black",Bookcases,-127.94,EAST,919.49,2013,Qtr 2,May,9,Delivery Truck,26.74,New York,70.98,1
New York City,3251,Peter Brooks,Small Business,0.07,Erin,Low,2013,Qtr 2,May,7,1,Office Supplies,Small Box,Wilson Jones Suede Grain Vinyl Binders,Binders and Binder Accessories,6.732,EAST,171.84,2013,Qtr 2,May,8,Regular Air,1.49,New York,2.78,1
New York City,3251,Peter Brooks,Small Business,0.02,Erin,Low,2013,Qtr 2,May,7,1,Office Supplies,Wrap Bag,Turquoise Lead Holder with Pocket Clip,Pens & Art Supplies,80.13,EAST,433.54,2013,Qtr 2,May,8,Regular Air,1.56,New York,6.7,1
Newark,227,Stacey Glenn,Small Business,0.1,Erin,Low,2012,Qtr 1,January,31,1,Office Supplies,Wrap Bag,SANFORD Major Accent™ Highlighters,Pens & Art Supplies,0.266,EAST,20.66,2012,Qtr 1,February,1,Regular Air,2.35,New Jersey,7.08,1
Newark,283,Pauline Boyette,Corporate,0.1,Erin,Low,2010,Qtr 4,December,17,1,Office Supplies,Wrap Bag,Newell 323,Pens & Art Supplies,-11.57,EAST,18.71,2010,Qtr 4,December,18,Regular Air,1.57,New Jersey,1.68,1
Newark,461,Glenn Jones,Corporate,0.04,Erin,Low,2013,Qtr 4,November,1,1,Technology,Small Box,T18,Telephones and Communication,915.1369920000001,EAST,1865.7,2013,Qtr 4,November,5,Regular Air,2.5,New Jersey,110.99,1
Newark,1786,Erik Schwarz,Corporate,0.04,Erin,High,2013,Qtr 4,December,12,1,Furniture,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,-3229.6017599999996,EAST,12195.58,2013,Qtr 4,December,13,Delivery Truck,44.55,New Jersey,880.98,1
Newark,1786,Erik Schwarz,Corporate,0.03,Erin,Low,2013,Qtr 4,December,13,1,Furniture,Jumbo Drum,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Tables,2756.3530175999995,EAST,4612.83,2013,Qtr 4,December,15,Delivery Truck,60,New Jersey,349.45,1
Newark,1925,Lisa Humphrey Yu,Corporate,0.03,Erin,Low,2013,Qtr 1,January,10,1,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,-538.3435200000001,EAST,1549.86,2013,Qtr 1,January,12,Delivery Truck,51.94,New Jersey,124.49,1
Newark,1925,Lisa Humphrey Yu,Small Business,0.01,Erin,Low,2011,Qtr 3,July,3,1,Technology,Jumbo Drum,Lexmark Z25 Color Inkjet Printer,Office Machines,128.43,EAST,582.57,2011,Qtr 3,July,10,Delivery Truck,33.6,New Jersey,80.97,1
Niagara Falls,2276,Dennis Block Richardson,Consumer,0.01,Erin,Low,2010,Qtr 4,December,31,1,Technology,Small Box,T28 WORLD,Telephones and Communication,2653.7814,EAST,3846.06,2010,Qtr 4,December,31,Regular Air,8.99,New York,195.99,1
Niagara Falls,2276,Dennis Block Richardson,Consumer,0.08,Erin,Low,2012,Qtr 2,April,30,1,Technology,Small Box,300 Series Non-Flip,Telephones and Communication,88.767,EAST,731.91,2012,Qtr 2,May,2,Regular Air,8.08,New York,155.99,1
Niagara Falls,2276,Dennis Block Richardson,Consumer,0,Erin,Low,2012,Qtr 4,December,16,1,Office Supplies,Large Box,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Storage & Organization,-345.76,EAST,2614.1,2012,Qtr 4,December,18,Regular Air,35,New York,135.31,1
Niagara Falls,2276,Dennis Block Richardson,Consumer,0.01,Erin,Low,2012,Qtr 4,December,16,1,Office Supplies,Small Pack,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Pens & Art Supplies,303.495,EAST,701.8,2012,Qtr 4,December,23,Express Air,8.99,New York,43.98,1
Niagara Falls,2276,Dennis Block Richardson,Consumer,0.02,Erin,Low,2012,Qtr 4,December,16,1,Technology,Small Box,R380,Telephones and Communication,2535.7292999999995,EAST,3674.97,2012,Qtr 4,December,18,Express Air,3.99,New York,195.99,1
North Arlington,587,Herbert Barbour,Corporate,0.1,Erin,Low,2012,Qtr 3,August,26,1,Furniture,Jumbo Box,Hon 94000 Series Round Tables,Tables,-372.2046671200002,EAST,3828.15,2012,Qtr 3,August,30,Delivery Truck,54.12,New Jersey,296.18,1
North Arlington,978,Norman Tyler,Corporate,0.02,Erin,Low,2013,Qtr 4,October,4,1,Furniture,Wrap Bag,Coloredge Poster Frame,Office Furnishings,95,EAST,165.04,2013,Qtr 4,October,6,Regular Air,5.3,New Jersey,14.2,1
North Babylon,3273,Betty Cross,Home Office,0.08,Erin,Low,2013,Qtr 3,August,24,1,Furniture,Jumbo Drum,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Office Furnishings,-57.08312000000001,EAST,275.34,2013,Qtr 3,August,26,Delivery Truck,15.68,New York,23.99,1
North Babylon,3273,Betty Cross,Home Office,0.02,Erin,Low,2013,Qtr 3,August,24,1,Office Supplies,Small Box,Xerox 1966,Paper,-22.764560000000003,EAST,60.48,2013,Qtr 3,August,25,Regular Air,6.65,New York,6.48,1
North Babylon,3273,Betty Cross,Small Business,0.01,Erin,Low,2012,Qtr 1,February,10,1,Office Supplies,Wrap Bag,SANFORD Major Accent™ Highlighters,Pens & Art Supplies,35.98,EAST,65.66,2012,Qtr 1,February,11,Regular Air,2.35,New York,7.08,1
